Cable type (Backhaul/Subsea),On-Net,Cable Network,Cable Segment,Segment,A PoP,A-end Country,A PoP Status,A Pop Type,Z PoP,B-end Country,Z PoP Status,Z Pop Type,Product,RTD(ms),Weight,Supplier/Provider,"1 Akoranga Drive, Northcote, Auckland 0627, New Zealand"
Terrestrial,Yes,N/A,ML01a,ML01a,SGGS,SINGAPORE,In Service,Telstra International POP,MJMA,MALAYSIA,In Service,Telstra International POP,NA,,,Telstra International,
Terrestrial,Yes,N/A,ML01b,ML01b,SGGS,SINGAPORE,In Service,Telstra International POP,MJMA,MALAYSIA,In Service,Telstra International POP,NA,,,Telstra International,
Terrestrial,Yes,N/A,ML02,ML02,SGGS,SINGAPORE,In Service,Telstra International POP,MJMA,MALAYSIA,In Service,Telstra International POP,NA,,,Telstra International,
Backhaul,Yes,N/A,ML03,ML03,MKLA,MALAYSIA,In Service,Telstra International POP,MJMA,MALAYSIA,In Service,Telstra International POP,NA,,,Telstra International,
Backhaul,Yes,N/A,ML04,ML04,MKLA,MALAYSIA,In Service,Telstra International POP,ISTT,SINGAPORE,In Service,Telstra International POP,NA,,,Telstra International,
Backhaul,Yes,N/A,ML103,ML103,MKLA,MALAYSIA,In Service,Telstra International POP,MJMA,MALAYSIA,In Service,Telstra International POP,NA,,,Telstra International,
Backhaul,Yes,N/A,ML104,ML104,MKLA,MALAYSIA,In Service,Telstra International POP,ISTT,SINGAPORE,In Service,Telstra International POP,NA,,,Telstra International,
Terrestrial,Yes,N/A,ML108,ML108,SGGS,SINGAPORE,In Service,Telstra International POP,MKLA,MALAYSIA,In Service,Telstra International POP,NA,,,Telstra International,
Backhaul,Yes,N/A,NZ101,NZ101,WHLS,NEW ZEALAND,In Service,Carrier - Cable Station,HPTW,NEW ZEALAND,In Service,Telstra International POP,VR,0.35,50,Telstra International,
Backhaul,Yes,N/A,NZ102,NZ102,WHLS,NEW ZEALAND,In Service,Carrier - Cable Station,HPTW,NEW ZEALAND,In Service,Telstra International POP,VR,0.35,50,Telstra International,
Backhaul,Yes,N/A,NZ103,NZ103,TAUC,NEW ZEALAND,In Service,Telstra International POP,TACL,NEW ZEALAND,In Service,Carrier - Cable Station,VR,0.1,50,Telstra International,
Backhaul,Yes,N/A,NZ104,NZ104,TAUC,NEW ZEALAND,In Service,Telstra International POP,TACL,NEW ZEALAND,In Service,Carrier - Cable Station,VR,0.1,50,Telstra International,
Backhaul,Yes,N/A,NZ105,NZ105,RAGL,NEW ZEALAND,In Service,Carrier - Cable Station,HPTW,NEW ZEALAND,In Service,Telstra International POP,NA,,,Telstra International,
Backhaul,Yes,N/A,NZ106,NZ106,TAUC,NEW ZEALAND,In Service,Telstra International POP,HPTW,NEW ZEALAND,In Service,Telstra International POP,VR,0.13,50,Telstra International,
Backhaul,Yes,N/A,NZ107,NZ107,RAGL,NEW ZEALAND,In Service,Carrier - Cable Station,AUMD,NEW ZEALAND,In Service,Carrier - POP,NA,,,Telstra International,
Backhaul,Yes,N/A,PH01,PH01,PMRS,PHILIPPINES,In Service,Telstra International POP,PCGD,PHILIPPINES,In Service,Telstra International POP,EK,0.63,60,Telstra International,
Backhaul,Yes,N/A,PH02,PH02,PMRS,PHILIPPINES,In Service,Telstra International POP,PCGD,PHILIPPINES,In Service,Telstra International POP,EK,0.469,60,Telstra International,
Backhaul,Yes,N/A,PH03,PH03,PNMA,PHILIPPINES,In Service,Telstra International POP,PCGD,PHILIPPINES,In Service,Telstra International POP,EK,0.6399,60,Telstra International,
Backhaul,Yes,N/A,PH04,PH04,PNMA,PHILIPPINES,In Service,Telstra International POP,PCGD,PHILIPPINES,In Service,Telstra International POP,EK,0.6399,60,Telstra International,
Backhaul,Yes,N/A,PH05,PH05,PMRS,PHILIPPINES,In Service,Telstra International POP,PMPC,PHILIPPINES,In Service,Telstra International POP,EK,0.2012,60,Telstra International,
Backhaul,Yes,N/A,PH06,PH06,PNMA,PHILIPPINES,In Service,Telstra International POP,PMPC,PHILIPPINES,In Service,Telstra International POP,EK,1.52,60,Telstra International,
Backhaul,Yes,N/A,PH07a,PH07a,PMRS,PHILIPPINES,In Service,Telstra International POP,PHPN,PHILIPPINES,In Service,Telstra International POP,EK,0.1821,60,Telstra International,
Backhaul,Yes,N/A,PH07b,PH07b,PMRS,PHILIPPINES,In Service,Telstra International POP,PHPN,PHILIPPINES,In Service,Telstra International POP,EK,0.1821,60,Telstra International,
Backhaul,Yes,N/A,PH08,PH08,PMRS,PHILIPPINES,In Service,Telstra International POP,PHPN,PHILIPPINES,In Service,Telstra International POP,EK,0.39147,60,Telstra International,
Backhaul,Yes,N/A,PH09,PH09,PMVR,PHILIPPINES,Planned,Telstra International POP,PMRS,PHILIPPINES,In Service,Telstra International POP,EK,0.07525,60,Telstra International,
Backhaul,Yes,N/A,PH10,PH10,PMVR,PHILIPPINES,Planned,Telstra International POP,PMPC,PHILIPPINES,In Service,Telstra International POP,EK,0.16037,60,Telstra International,
Backhaul,Yes,N/A,PH103,PH103,PMPC,PHILIPPINES,In Service,Telstra International POP,LAUS,PHILIPPINES,In Service,Carrier - Cable Station,NA,,,Telstra International,
Backhaul,Yes,N/A,SG01,SG01,SGGS,SINGAPORE,In Service,Telstra International POP,SGCN,SINGAPORE,In Service,Telstra International POP,VR,0.329,90,Telstra International,
Backhaul,Yes,N/A,SG02,SG02,SGGS,SINGAPORE,In Service,Telstra International POP,SGCN,SINGAPORE,In Service,Telstra International POP,VR,0.4,90,Telstra International,
Backhaul,Yes,N/A,SG03,SG03,SGGS,SINGAPORE,In Service,Telstra International POP,ISTT,SINGAPORE,In Service,Telstra International POP,VR,0.39966,90,Telstra International,
Backhaul,Yes,N/A,SG04,SG04,SGCN,SINGAPORE,In Service,Telstra International POP,ISTT,SINGAPORE,In Service,Telstra International POP,VR,0.454,90,Telstra International,
Backhaul,Yes,N/A,SG06,SG06,SKGX,SINGAPORE,In Service,Telstra International POP,SGCH,SINGAPORE,In Service,Telstra International POP,NA,,,Telstra International,Only for EPLX
Backhaul,Yes,N/A,SG07,SG07,SGCN,SINGAPORE,In Service,Telstra International POP,SGCH,SINGAPORE,In Service,Telstra International POP,VR,0.023,90,Telstra International,
Backhaul,Yes,N/A,SG08,SG08,SGPL,SINGAPORE,In Service,Telstra International POP,SGCH,SINGAPORE,In Service,Telstra International POP,VR,0.463,90,Telstra International,
Backhaul,Yes,N/A,SG09,SG09,SGPL,SINGAPORE,In Service,Telstra International POP,SGCN,SINGAPORE,In Service,Telstra International POP,VR,0.297,90,Telstra International,
Backhaul,Yes,N/A,SG10,SG10,SGPL,SINGAPORE,In Service,Telstra International POP,SGGS,SINGAPORE,In Service,Telstra International POP,VR,0.175,90,Telstra International,
Backhaul,Yes,N/A,SG11,SG11,SGPL,SINGAPORE,In Service,Telstra International POP,ISTT,SINGAPORE,In Service,Telstra International POP,VR,0.4,90,Telstra International,
Backhaul,Yes,N/A,SG12,SG12,KTLS,SINGAPORE,In Service,Telstra International POP,ISTT,SINGAPORE,In Service,Telstra International POP,VR,0.5,90,Telstra International,
Backhaul,Yes,N/A,SG14,SG14,SCGL,SINGAPORE,In Service,Telstra International POP,KTLS,SINGAPORE,In Service,Telstra International POP,VR,0.235,90,Telstra International,
Backhaul,Yes,N/A,SG15,SG15,SGGS,SINGAPORE,In Service,Telstra International POP,SCGL,SINGAPORE,In Service,Telstra International POP,VR,0.289,90,Telstra International,
Backhaul,Yes,N/A,SG16,SG16,SKGX,SINGAPORE,In Service,Telstra International POP,SGGS,SINGAPORE,In Service,Telstra International POP,NA,,,Telstra International,Only for EPLX
Backhaul,Yes,N/A,SG17,SG17,TUAS,SINGAPORE,In Service,Telstra International POP,SGGS,SINGAPORE,In Service,Telstra International POP,VR,0.5,90,Telstra International,
Backhaul,Yes,N/A,SG18,SG18,TUAS,SINGAPORE,In Service,Telstra International POP,ISTT,SINGAPORE,In Service,Telstra International POP,VR,0.5,90,Telstra International,
Backhaul,Yes,N/A,SG21,SG21,TUAS,SINGAPORE,In Service,Telstra International POP,SGGS,SINGAPORE,In Service,Telstra International POP,VR,0.5,90,Telstra International,
Backhaul,Yes,N/A,SG22,SG22,SGCN,SINGAPORE,In Service,Telstra International POP,SCGL,SINGAPORE,In Service,Telstra International POP,VR,0.115,90,Telstra International,
Backhaul,Yes,N/A,SG23,SG23,SKGX,SINGAPORE,In Service,Telstra International POP,SGGS,SINGAPORE,In Service,Telstra International POP,NA,,,Telstra International,Only for EPLX
Backhaul,Yes,N/A,SG25,SG25,SCGL,SINGAPORE,In Service,Telstra International POP,ISTT,SINGAPORE,In Service,Telstra International POP,VR,0.4,90,Telstra International,
Backhaul,Yes,N/A,SG28,SG28,TUAS,SINGAPORE,In Service,Telstra International POP,SGGS,SINGAPORE,In Service,Telstra International POP,VR,0.4,90,Telstra International,
Backhaul,Yes,N/A,SG29,SG29,SGCN,SINGAPORE,In Service,Telstra International POP,ISTT,SINGAPORE,In Service,Telstra International POP,VR,0.4,90,Telstra International,
Backhaul,Yes,N/A,SG30,SG30,SGGS,SINGAPORE,In Service,Telstra International POP,SGCN,SINGAPORE,In Service,Telstra International POP,VR,0.4,90,Telstra International,
Backhaul,Yes,N/A,SG31,SG31,TUAS,SINGAPORE,In Service,Telstra International POP,ISTT,SINGAPORE,In Service,Telstra International POP,VR,0.5,90,Telstra International,
Backhaul,Yes,N/A,SG34,SG34,SGMS,SINGAPORE,In Service,Telstra International POP,SGCN,SINGAPORE,In Service,Telstra International POP,VR,0.4,90,Telstra International,
Backhaul,Yes,N/A,SG35,SG35,KTLS,SINGAPORE,In Service,Telstra International POP,ISTT,SINGAPORE,In Service,Telstra International POP,VR,0.5,90,Telstra International,
Backhaul,Yes,N/A,SG36,SG36,SGGS,SINGAPORE,In Service,Telstra International POP,KTLS,SINGAPORE,In Service,Telstra International POP,VR,0.4,90,Telstra International,
Backhaul,Yes,N/A,SG39,SG39,ISTT,SINGAPORE,In Service,Telstra International POP,ISTT,SINGAPORE,In Service,Telstra International POP,NA,,,Telstra International,
Backhaul,Yes,N/A,SG40,SG40,SKGX,SINGAPORE,In Service,Telstra International POP,SGCN,SINGAPORE,In Service,Telstra International POP,NA,,,Telstra International,Only for EPLX
Backhaul,Yes,N/A,SG101,SG101,SGNT,SINGAPORE,In Service,Telstra International POP,SGGS,SINGAPORE,In Service,Telstra International POP,VR,0.5,90,Telstra International,
Backhaul,Yes,N/A,SG102,SG102,SGNT,SINGAPORE,In Service,Telstra International POP,ISTT,SINGAPORE,In Service,Telstra International POP,VR,0.5,90,Telstra International,
Backhaul,Yes,N/A,SG103,SG103,SGMS,SINGAPORE,In Service,Telstra International POP,ISTT,SINGAPORE,In Service,Telstra International POP,VR,0.4,90,Telstra International,
Terrestrial,Yes,N/A,TH101,TH101,ISTT,SINGAPORE,In Service,Telstra International POP,CAT8,THAILAND,In Service,Telstra International POP,VR,3,60,Telstra International,
Terrestrial,Yes,N/A,TH102,TH102,TBMT,THAILAND,In Service,Telstra International POP,ISTT,SINGAPORE,In Service,Telstra International POP,VR,3,90,Telstra International,
Backhaul,Yes,N/A,TW01,TW01,TPEI,TAIWAN,In Service,Telstra International POP,TPEA,TAIWAN,In Service,Telstra International POP,VR,2.05,70,Telstra International,
Backhaul,Yes,N/A,TW01a,TW01a,TTPL,TAIWAN,In Service,Telstra International POP,TPEI,TAIWAN,In Service,Telstra International POP,VR,0.15,70,Telstra International,
Backhaul,Yes,N/A,TW01b,TW01b,TTPL,TAIWAN,In Service,Telstra International POP,TPEI,TAIWAN,In Service,Telstra International POP,VR,0.15,70,Telstra International,
Backhaul,Yes,N/A,TW02,TW02,TPEI,TAIWAN,In Service,Telstra International POP,TPEA,TAIWAN,In Service,Telstra International POP,VR,1.99,70,Telstra International,
Backhaul,Yes,N/A,TW03,TW03,TTTJ,TAIWAN,In Service,Telstra International POP,TTRG,TAIWAN,In Service,Telstra International POP,VR,0.245,70,Telstra International,
Backhaul,Yes,N/A,TW04,TW04,TTRG,TAIWAN,In Service,Telstra International POP,TPEI,TAIWAN,In Service,Telstra International POP,VR,1,70,Telstra International,
Backhaul,Yes,N/A,TW05,TW05,TTTJ,TAIWAN,In Service,Telstra International POP,TPEA,TAIWAN,In Service,Telstra International POP,VR,0.254,70,Telstra International,
Backhaul,Yes,N/A,TW07,TW07,TTAK,TAIWAN,In Service,Telstra International POP,TPEI,TAIWAN,In Service,Telstra International POP,VR,0.199,70,Telstra International,
Backhaul,Yes,N/A,TW08,TW08,TUCN,TAIWAN,In Service,Telstra International POP,TTAK,TAIWAN,In Service,Telstra International POP,VR,0.959,70,Telstra International,
Backhaul,Yes,N/A,TW09,TW09,TUCN,TAIWAN,In Service,Telstra International POP,TPEI,TAIWAN,In Service,Telstra International POP,VR,0.689,70,Telstra International,
Backhaul,Yes,N/A,TW10,TW10,TPEI,TAIWAN,In Service,Telstra International POP,TKDC,TAIWAN,In Service,Telstra International POP,VR,5.227,70,Telstra International,
Backhaul,Yes,N/A,TW11,TW11,TUCN,TAIWAN,In Service,Telstra International POP,FGCC,TAIWAN,In Service,Telstra International POP,VR,6,70,Telstra International,
Backhaul,Yes,N/A,TW12,TW12,TKDC,TAIWAN,In Service,Telstra International POP,FGCC,TAIWAN,In Service,Telstra International POP,VR,1,70,Telstra International,
Backhaul,Yes,N/A,US160,US160,BAAT,UNITED STATES OF AMERICA,In Service,Carrier - Cable Station,1WLT,UNITED STATES OF AMERICA,In Service,Telstra International POP,NA,,,Telstra International,
Backhaul,Yes,N/A,US01a,US01a,SLOJ,UNITED STATES OF AMERICA,In Service,Telstra International POP,SLOA,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,0.16,90,Telstra International,
Backhaul,Yes,N/A,US01b,US01b,SLOJ,UNITED STATES OF AMERICA,In Service,Telstra International POP,SLOA,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,4.06,90,Telstra International,
Backhaul,Yes,N/A,US02,US02,SLOA,UNITED STATES OF AMERICA,In Service,Telstra International POP,MBOA,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,3.23,90,Telstra International,
Backhaul,Yes,N/A,US03,US03,SLOA,UNITED STATES OF AMERICA,In Service,Telstra International POP,1WLT,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,4.64,90,Telstra International,
Backhaul,Yes,N/A,US04,US04,SLOA,UNITED STATES OF AMERICA,In Service,Telstra International POP,EQNX,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,3,90,Telstra International,
Backhaul,Yes,N/A,US05,US05,MBOA,UNITED STATES OF AMERICA,In Service,Telstra International POP,1WLT,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,4.6,90,Telstra International,
Backhaul,Yes,N/A,US06,US06,EQNX,UNITED STATES OF AMERICA,In Service,Telstra International POP,1WLT,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,9,90,Telstra International,
Backhaul,Yes,N/A,US07,US07,1WUN,UNITED STATES OF AMERICA,In Service,Telstra International POP,1WLT,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,0.00029,90,Telstra International,
Backhaul,Yes,N/A,US08a,US08a,TLOT,UNITED STATES OF AMERICA,In Service,Telstra International POP,1WUN,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,0.0048,90,Telstra International,
Backhaul,Yes,N/A,US08b,US08b,TLOT,UNITED STATES OF AMERICA,In Service,Telstra International POP,1WUN,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,0.0048,90,Telstra International,
Backhaul,Yes,N/A,US09,US09,TLOT,UNITED STATES OF AMERICA,In Service,Telstra International POP,1WLT,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,0.001,90,Telstra International,
Backhaul,Yes,N/A,US10,US10,EQLA,UNITED STATES OF AMERICA,In Service,Telstra International POP,1WMR,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,0.028,90,Telstra International,
Backhaul,Yes,N/A,US11,US11,ULAL,UNITED STATES OF AMERICA,In Service,Telstra International POP,EQLA,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,0.05,90,Telstra International,
Backhaul,Yes,N/A,US12,US12,ULAL,UNITED STATES OF AMERICA,In Service,Telstra International POP,1WMR,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,0.16,90,Telstra International,
Backhaul,Yes,N/A,US13,US13,EQCH,UNITED STATES OF AMERICA,In Service,Telstra International POP,1WUN,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,47.9,90,Telstra International,
Backhaul,Yes,N/A,US16,US16,EQLA,UNITED STATES OF AMERICA,In Service,Telstra International POP,1WLT,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,1,90,Telstra International,
Backhaul,Yes,N/A,US18a,US18a,UNSE,UNITED STATES OF AMERICA,In Service,Telstra International POP,NY8A,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,0.239,90,Telstra International,
Backhaul,Yes,N/A,US18b,US18b,UNSE,UNITED STATES OF AMERICA,In Service,Telstra International POP,NY8A,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,1.239,90,Telstra International,
Backhaul,Yes,N/A,US19,US19,UNY4,UNITED STATES OF AMERICA,In Service,Telstra International POP,UNSE,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,0.013,90,Telstra International,
Backhaul,Yes,N/A,US21,US21,USFB,UNITED STATES OF AMERICA,In Service,Carrier - Cable Station,1WLT,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,22,90,Telstra International,
Backhaul,Yes,N/A,US30,US30,PAIX,UNITED STATES OF AMERICA,In Service,Telstra International POP,1WLT,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,12,90,Telstra International,
Backhaul,Yes,N/A,US132,US132,EQCH,UNITED STATES OF AMERICA,In Service,Telstra International POP,1WMR,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,35,90,Telstra International,
Backhaul,Yes,N/A,UE131,UE131,EQNX,UNITED STATES OF AMERICA,In Service,Telstra International POP,EQCH,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,36,90,Telstra International,
Backhaul,Yes,N/A,US131,US131,EQNX,UNITED STATES OF AMERICA,In Service,Telstra International POP,EQCH,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,36,90,Telstra International,
Backhaul,Yes,N/A,US157,US157,EQNX,UNITED STATES OF AMERICA,In Service,Telstra International POP,BAAT,UNITED STATES OF AMERICA,In Service,Carrier - Cable Station,NA,,,Telstra International,
Backhaul,Yes,N/A,US305,US305,EQNX,UNITED STATES OF AMERICA,In Service,Telstra International POP,BAAT,UNITED STATES OF AMERICA,In Service,Carrier - Cable Station,NA,,,Telstra International,
Backhaul,Yes,N/A,US154,US154,KELS,UNITED STATES OF AMERICA,In Service,Telstra International POP,HIKA,UNITED STATES OF AMERICA,In Service,Carrier - Cable Station,PS,0.06,90,Telstra International,
Backhaul,Yes,N/A,US113,US113,EQCH,UNITED STATES OF AMERICA,In Service,Telstra International POP,1WLT,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,47.9,90,Telstra International,
Backhaul,Yes,N/A,US126,US126,MANC,UNITED STATES OF AMERICA,In Service,Carrier - Cable Station,EQNX,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,3.5,90,Telstra International,
Backhaul,Yes,N/A,US173,US173,MKA2,UNITED STATES OF AMERICA,In Service,Carrier - Cable Station,KELS,UNITED STATES OF AMERICA,In Service,Telstra International POP,NA,,,Telstra International,
Backhaul,Yes,N/A,US152,US152,MKLS,UNITED STATES OF AMERICA,In Service,Carrier - Cable Station,KELS,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,0.06,90,Telstra International,
Backhaul,Yes,N/A,US119,US119,UNY4,UNITED STATES OF AMERICA,In Service,Telstra International POP,UNSE,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,0.013,90,Telstra International,
Backhaul,Yes,N/A,US41a,US41a,MRBC,UNITED STATES OF AMERICA,In Service,Carrier - Cable Station,MBOA,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,0.1,90,Telstra International,
Backhaul,Yes,N/A,US41b,US41b,MRBC,UNITED STATES OF AMERICA,In Service,Carrier - Cable Station,MBOA,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,0.1,90,Telstra International,
Backhaul,Yes,N/A,US135,US135,MRBC,UNITED STATES OF AMERICA,In Service,Carrier - Cable Station,MBOA,UNITED STATES OF AMERICA,In Service,Telstra International POP,PS,0.1,90,Telstra International,
